,year,month,day,hour,pollution,dew,temp,press,wnd_dir,wnd_spd,snow,rain,cos,sin,weekdays,NE_strength,NW_strength,NS_strength,cv_strength
57,2010,1,4,9,27.0,-22,-13.0,1029.0,NW,90.73,0,0,0.9991643763050628,0.040872351570651534,0.0,0.0,90.73,0.0,0.0
58,2010,1,4,10,27.0,-22,-12.0,1030.0,NW,100.56,0,0,0.9991348032470558,0.041589000234041586,0.0,0.0,100.56,0.0,0.0
59,2010,1,4,11,25.0,-23,-12.0,1031.0,NW,108.61,0,0,0.9991047161742852,0.042305627501559896,1.0,0.0,108.61,0.0,0.0
60,2010,1,4,12,29.0,-21,-11.0,1030.0,NW,117.55,0,0,0.99907411510223,0.04302223300453047,1.0,0.0,117.55,0.0,0.0
61,2010,1,4,13,32.0,-20,-10.0,1030.0,NW,127.38,0,0,0.9990430000466328,0.043738816374288544,1.0,0.0,127.38,0.0,0.0
62,2010,1,4,14,28.0,-21,-10.0,1030.0,NW,136.32,0,0,0.9990113710235012,0.04445537724218071,1.0,0.0,136.32,0.0,0.0
63,2010,1,4,15,29.0,-21,-9.0,1030.0,NW,145.26,0,0,0.9989792280491068,0.04517191523956519,1.0,0.0,145.26,0.0,0.0
64,2010,1,4,16,30.0,-21,-9.0,1031.0,NW,152.41,0,0,0.9989465711399864,0.04588842999781189,0.0,0.0,152.41,0.0,0.0
65,2010,1,4,17,30.0,-20,-11.0,1032.0,NW,159.56,0,0,0.9989134003129404,0.04660492114830276,0.0,0.0,159.56,0.0,0.0
66,2010,1,4,18,28.0,-23,-11.0,1032.0,NW,165.37,0,0,0.9988797155850336,0.04732138832243183,1.0,0.0,165.37,0.0,0.0
67,2010,1,4,19,26.0,-21,-12.0,1033.0,NW,171.18,0,0,0.9988455169735958,0.0480378311516055,1.0,0.0,171.18,0.0,0.0
68,2010,1,4,20,31.0,-24,-12.0,1034.0,NW,180.12,0,0,0.9988108044962208,0.048754249267242686,1.0,0.0,180.12,0.0,0.0
69,2010,1,4,21,33.0,-24,-13.0,1034.0,NW,187.27,0,0,0.9987755781707665,0.049470642300775004,1.0,0.0,187.27,0.0,0.0
70,2010,1,4,22,29.0,-24,-13.0,1035.0,NW,195.32,0,0,0.9987398380153556,0.05018700988364699,1.0,0.0,195.32,0.0,0.0
71,2010,1,4,23,31.0,-26,-15.0,1035.0,NW,198.45,0,0,0.998703584048375,0.05090335164731628,0.0,0.0,198.45,0.0,0.0
72,2010,1,5,0,30.0,-26,-17.0,1035.0,NW,201.58,0,0,0.998666816288476,0.051619667223253764,0.0,0.0,201.58,0.0,0.0
73,2010,1,5,1,34.0,-26,-18.0,1035.0,NW,205.6,0,0,0.9986295347545738,0.052335956242943835,1.0,0.0,205.6,0.0,0.0
74,2010,1,5,2,27.0,-26,-19.0,1035.0,NW,208.73,0,0,0.9985917394658488,0.05305221833788452,1.0,0.0,208.73,0.0,0.0
75,2010,1,5,3,25.0,-27,-18.0,1035.0,NW,213.65,0,0,0.9985534304417444,0.05376845313958773,1.0,0.0,213.65,0.0,0.0
76,2010,1,5,4,28.0,-27,-19.0,1035.0,NW,218.57,0,0,0.99851460770197,0.054484660279579385,1.0,0.0,218.57,0.0,0.0
77,2010,1,5,5,28.0,-27,-16.0,1034.0,NE,4.92,0,0,0.9984752712664976,0.05520083938939968,1.0,4.92,0.0,0.0,0.0
78,2010,1,5,6,27.0,-26,-16.0,1035.0,NE,8.05,0,0,0.9984354211555644,0.05591699010060317,0.0,8.05,0.0,0.0,0.0
79,2010,1,5,7,27.0,-27,-16.0,1034.0,NE,13.86,0,0,0.9983950573896716,0.056633112044759064,0.0,13.86,0.0,0.0,0.0
80,2010,1,5,8,27.0,-26,-16.0,1035.0,NE,18.78,0,0,0.9983541799895852,0.05734920485345135,1.0,18.78,0.0,0.0,0.0
81,2010,1,5,9,29.0,-26,-15.0,1035.0,NE,24.59,0,0,0.9983127889763344,0.05806526815827901,1.0,24.59,0.0,0.0,0.0
82,2010,1,5,10,36.0,-25,-14.0,1035.0,NE,29.51,0,0,0.9982708843712136,0.058781301590856226,1.0,29.51,0.0,0.0,0.0
83,2010,1,5,11,30.0,-25,-13.0,1035.0,NE,34.43,0,0,0.9982284661957808,0.05949730478281254,1.0,34.43,0.0,0.0,0.0
84,2010,1,5,12,27.0,-25,-12.0,1034.0,NE,39.35,0,0,0.9981855344718586,0.060213277365793,1.0,39.35,0.0,0.0,0.0
85,2010,1,5,13,39.0,-24,-11.0,1032.0,NE,41.14,0,0,0.9981420892215336,0.06092921897145846,0.0,41.14,0.0,0.0,0.0
86,2010,1,5,14,41.0,-22,-11.0,1032.0,cv,0.89,0,0,0.9980981304671568,0.06164512923148571,0.0,0.0,0.0,0.0,0.89
87,2010,1,5,15,33.0,-23,-11.0,1031.0,NW,1.79,0,0,0.9980536582313428,0.06236100777756761,1.0,0.0,1.79,0.0,0.0
88,2010,1,5,16,50.0,-24,-11.0,1031.0,NW,3.58,0,0,0.9980086725369712,0.06307685424141342,1.0,0.0,3.58,0.0,0.0
89,2010,1,5,17,56.0,-23,-11.0,1031.0,NW,5.37,0,0,0.9979631734071852,0.06379266825474886,1.0,0.0,5.37,0.0,0.0
90,2010,1,5,18,59.0,-23,-11.0,1032.0,NW,7.16,0,0,0.9979171608653922,0.0645084494493163,1.0,0.0,7.16,0.0,0.0
91,2010,1,5,19,60.0,-22,-13.0,1033.0,NW,10.29,0,0,0.9978706349352638,0.06522419745687506,1.0,0.0,10.29,0.0,0.0
92,2010,1,5,20,84.0,-22,-12.0,1033.0,NW,13.42,0,0,0.997823595640736,0.06593991190920151,0.0,0.0,13.42,0.0,0.0
93,2010,1,5,21,106.0,-24,-18.0,1033.0,NW,16.55,0,0,0.997776043006008,0.0666555924380893,0.0,0.0,16.55,0.0,0.0
94,2010,1,5,22,66.0,-22,-13.0,1034.0,NW,20.57,0,0,0.9977279770555444,0.06737123867534951,1.0,0.0,20.57,0.0,0.0
95,2010,1,5,23,50.0,-22,-16.0,1033.0,NW,23.7,0,0,0.997679397814073,0.06808685025281085,1.0,0.0,23.7,0.0,0.0
96,2010,1,6,0,56.0,-25,-17.0,1033.0,NW,26.83,0,0,0.9976303053065856,0.06880242680231986,1.0,0.0,26.83,0.0,0.0
97,2010,1,6,1,77.0,-25,-14.0,1033.0,NE,4.02,0,0,0.9975806995583388,0.06951796795574118,1.0,4.02,0.0,0.0,0.0
98,2010,1,6,2,50.0,-26,-14.0,1034.0,NE,8.04,0,0,0.9975305805948524,0.07023347334495758,1.0,8.04,0.0,0.0,0.0
99,2010,1,6,3,44.0,-26,-14.0,1033.0,NE,13.85,0,0,0.9974799484419106,0.07094894260187024,0.0,13.85,0.0,0.0,0.0
100,2010,1,6,4,27.0,-26,-14.0,1033.0,NE,17.87,0,0,0.9974288031255616,0.0716643753583989,0.0,17.87,0.0,0.0,0.0
101,2010,1,6,5,28.0,-26,-14.0,1033.0,NE,23.68,0,0,0.997377144672118,0.07237977124648216,1.0,23.68,0.0,0.0,0.0
102,2010,1,6,6,21.0,-26,-14.0,1033.0,NE,28.6,0,0,0.9973249731081556,0.07309512989807755,1.0,28.6,0.0,0.0,0.0
103,2010,1,6,7,25.0,-26,-15.0,1034.0,NE,33.52,0,0,0.9972722884605146,0.07381045094516173,1.0,33.52,0.0,0.0,0.0
104,2010,1,6,8,20.0,-26,-14.0,1034.0,NE,39.33,0,0,0.9972190907562992,0.07452573401973071,1.0,39.33,0.0,0.0,0.0
105,2010,1,6,9,29.0,-25,-13.0,1035.0,NE,44.25,0,0,0.9971653800228778,0.07524097875380009,1.0,44.25,0.0,0.0,0.0
106,2010,1,6,10,34.0,-25,-12.0,1035.0,NE,50.06,0,0,0.997111156287882,0.07595618477940512,0.0,50.06,0.0,0.0,0.0
107,2010,1,6,11,42.0,-24,-11.0,1035.0,NE,54.98,0,0,0.9970564195792078,0.07667135172860103,0.0,54.98,0.0,0.0,0.0
108,2010,1,6,12,28.0,-24,-10.0,1034.0,NE,59.0,0,0,0.9970011699250152,0.07738647923346308,1.0,59.0,0.0,0.0,0.0
109,2010,1,6,13,36.0,-22,-10.0,1033.0,NW,4.02,0,0,0.9969454073537276,0.0781015669260869,1.0,0.0,4.02,0.0,0.0
110,2010,1,6,14,48.0,-22,-9.0,1033.0,NW,5.81,0,0,0.9968891318940329,0.07881661443858858,1.0,0.0,5.81,0.0,0.0
111,2010,1,6,15,49.0,-22,-8.0,1033.0,cv,0.89,0,0,0.9968323435748828,0.07953162140310481,1.0,0.0,0.0,0.0,0.89
112,2010,1,6,16,52.0,-22,-8.0,1033.0,NW,1.79,0,0,0.9967750424254922,0.08024658745179324,1.0,0.0,1.79,0.0,0.0
113,2010,1,6,17,56.0,-21,-9.0,1033.0,NW,3.58,0,0,0.9967172284753404,0.08096151221683254,0.0,0.0,3.58,0.0,0.0
114,2010,1,6,18,96.0,-22,-9.0,1033.0,NW,5.37,0,0,0.9966589017541702,0.08167639533042256,0.0,0.0,5.37,0.0,0.0
115,2010,1,6,19,75.0,-22,-14.0,1034.0,cv,0.89,0,0,0.9966000622919884,0.0823912364247847,1.0,0.0,0.0,0.0,0.89
116,2010,1,6,20,105.0,-22,-12.0,1035.0,NW,1.79,0,0,0.9965407101190658,0.0831060351321618,1.0,0.0,1.79,0.0,0.0
117,2010,1,6,21,132.0,-21,-14.0,1034.0,NW,3.58,0,0,0.9964808452659364,0.08382079108481869,1.0,0.0,3.58,0.0,0.0
118,2010,1,6,22,93.0,-22,-16.0,1035.0,NW,5.37,0,0,0.9964204677633984,0.08453550391504208,1.0,0.0,5.37,0.0,0.0
119,2010,1,6,23,131.0,-21,-16.0,1035.0,NW,7.16,0,0,0.9963595776425138,0.0852501732551409,1.0,0.0,7.16,0.0,0.0
120,2010,1,7,0,127.0,-21,-16.0,1035.0,NW,8.95,0,0,0.9962981749346078,0.08596479873744646,0.0,0.0,8.95,0.0,0.0
121,2010,1,7,1,130.0,-21,-16.0,1035.0,cv,0.45,0,0,0.9962362596712696,0.08667937999431262,0.0,0.0,0.0,0.0,0.45
122,2010,1,7,2,43.0,-22,-18.0,1036.0,cv,1.34,0,0,0.9961738318843524,0.08739391665811602,1.0,0.0,0.0,0.0,1.34
123,2010,1,7,3,37.0,-23,-15.0,1036.0,NW,4.02,0,0,0.9961108916059728,0.08810840836125619,1.0,0.0,4.02,0.0,0.0
124,2010,1,7,4,30.0,-24,-16.0,1035.0,NW,7.15,0,0,0.9960474388685108,0.08882285473615581,1.0,0.0,7.15,0.0,0.0
125,2010,1,7,5,28.0,-25,-15.0,1035.0,NW,10.28,0,0,0.9959834737046104,0.08953725541526092,1.0,0.0,10.28,0.0,0.0
126,2010,1,7,6,24.0,-24,-15.0,1035.0,NW,14.3,0,0,0.995918996147179,0.09025161003104104,1.0,0.0,14.3,0.0,0.0
127,2010,1,7,7,23.0,-25,-13.0,1036.0,NE,4.92,0,0,0.995854006229388,0.09096591821598934,0.0,4.92,0.0,0.0,0.0
128,2010,1,7,8,24.0,-24,-14.0,1036.0,NW,4.02,0,0,0.995788503984672,0.09168017960262297,0.0,0.0,4.02,0.0,0.0
129,2010,1,7,9,27.0,-23,-12.0,1036.0,NW,8.94,0,0,0.9957224894467288,0.09239439382348308,1.0,0.0,8.94,0.0,0.0
130,2010,1,7,10,40.0,-22,-11.0,1036.0,NW,12.96,0,0,0.9956559626495208,0.09310856051113514,1.0,0.0,12.96,0.0,0.0
131,2010,1,7,11,42.0,-20,-10.0,1036.0,NW,16.09,0,0,0.9955889236272736,0.09382267929816904,1.0,0.0,16.09,0.0,0.0
132,2010,1,7,12,42.0,-21,-9.0,1035.0,NW,19.22,0,0,0.9955213724144752,0.09453674981719927,1.0,0.0,19.22,0.0,0.0
133,2010,1,7,13,55.0,-21,-8.0,1034.0,NW,21.01,0,0,0.9954533090458788,0.09525077170086528,1.0,0.0,21.01,0.0,0.0
134,2010,1,7,14,52.0,-20,-7.0,1033.0,NW,22.8,0,0,0.9953847335564996,0.0959647445818314,0.0,0.0,22.8,0.0,0.0
135,2010,1,7,15,51.0,-20,-7.0,1032.0,NW,24.59,0,0,0.9953156459816176,0.09667866809278727,0.0,0.0,24.59,0.0,0.0
136,2010,1,7,16,57.0,-18,-8.0,1032.0,NW,26.38,0,0,0.9952460463567752,0.09739254186644787,1.0,0.0,26.38,0.0,0.0
137,2010,1,7,17,50.0,-19,-9.0,1032.0,NW,28.17,0,0,0.9951759347177784,0.09810636553555382,1.0,0.0,28.17,0.0,0.0
138,2010,1,7,18,54.0,-19,-11.0,1032.0,NE,0.89,0,0,0.9951053111006976,0.09882013873287146,1.0,0.89,0.0,0.0,0.0
139,2010,1,7,19,67.0,-18,-11.0,1033.0,NW,1.79,0,0,0.9950341755418649,0.09953386109119312,1.0,0.0,1.79,0.0,0.0
140,2010,1,7,20,106.0,-19,-15.0,1032.0,NE,1.79,0,0,0.9949625280778774,0.1002475322433373,1.0,1.79,0.0,0.0,0.0
141,2010,1,7,21,159.0,-19,-14.0,1032.0,cv,0.45,0,0,0.9948903687455946,0.1009611518221488,0.0,0.0,0.0,0.0,0.45
142,2010,1,7,22,198.0,-21,-14.0,1032.0,cv,1.34,0,0,0.9948176975821392,0.10167471946049904,0.0,0.0,0.0,0.0,1.34
143,2010,1,7,23,190.0,-21,-16.0,1032.0,cv,2.23,0,0,0.9947445146248984,0.10238823479128606,1.0,0.0,0.0,0.0,2.23
144,2010,1,8,0,210.0,-21,-17.0,1031.0,NW,1.79,0,0,0.9946708199115212,0.10310169744743483,1.0,0.0,1.79,0.0,0.0
145,2010,1,8,1,195.0,-19,-16.0,1031.0,NW,3.58,0,0,0.9945966134799208,0.10381510706189752,1.0,0.0,3.58,0.0,0.0
146,2010,1,8,2,275.0,-20,-16.0,1031.0,NE,0.89,0,0,0.9945218953682732,0.10452846326765346,1.0,0.89,0.0,0.0,0.0
147,2010,1,8,3,164.0,-19,-15.0,1030.0,SE,0.89,0,0,0.9944466656150184,0.10524176569770953,1.0,0.0,0.0,0.89,0.0
148,2010,1,8,4,110.0,-18,-15.0,1030.0,cv,0.45,0,0,0.9943709242588588,0.1059550139851002,0.0,0.0,0.0,0.0,0.45
149,2010,1,8,5,100.0,-18,-15.0,1029.0,cv,1.34,0,0,0.9942946713387604,0.1066682077628879,0.0,0.0,0.0,0.0,1.34
150,2010,1,8,6,81.0,-18,-15.0,1029.0,NW,1.79,0,0,0.9942179068939521,0.10738134666416303,1.0,0.0,1.79,0.0,0.0
151,2010,1,8,7,71.0,-16,-13.0,1029.0,NE,0.89,0,0,0.994140630963926,0.10809443032204426,1.0,0.89,0.0,0.0,0.0
152,2010,1,8,8,66.0,-16,-12.0,1029.0,SE,0.89,0,0,0.9940628435884376,0.10880745836967863,1.0,0.0,0.0,0.89,0.0
153,2010,1,8,9,92.0,-16,-12.0,1030.0,SE,1.78,0,0,0.9939845448075056,0.10952043044024186,1.0,0.0,0.0,1.78,0.0
154,2010,1,8,10,135.0,-17,-10.0,1030.0,NE,0.89,0,0,0.9939057346614114,0.1102333461669384,1.0,0.89,0.0,0.0,0.0
155,2010,1,8,11,155.0,-16,-10.0,1029.0,cv,0.89,0,0,0.9938264131906996,0.11094620518300173,0.0,0.0,0.0,0.0,0.89
156,2010,1,8,12,198.0,-16,-9.0,1028.0,SE,3.13,0,0,0.993746580436178,0.11165900712169448,0.0,0.0,0.0,3.13,0.0
157,2010,1,8,13,250.0,-15,-8.0,1026.0,SE,4.92,0,0,0.9936662364389176,0.11237175161630866,1.0,0.0,0.0,4.92,0.0
158,2010,1,8,14,200.0,-16,-8.0,1026.0,cv,0.89,0,0,0.9935853812402516,0.11308443830016585,1.0,0.0,0.0,0.0,0.89
159,2010,1,8,15,231.0,-16,-8.0,1025.0,cv,1.78,0,0,0.9935040148817772,0.11379706680661733,1.0,0.0,0.0,0.0,1.78
160,2010,1,8,16,250.0,-16,-8.0,1025.0,cv,2.67,0,0,0.9934221374053538,0.11450963676904433,1.0,0.0,0.0,0.0,2.67
161,2010,1,8,17,212.0,-17,-8.0,1025.0,SE,0.89,0,0,0.9933397488531044,0.11522214782085816,1.0,0.0,0.0,0.89,0.0
162,2010,1,8,18,219.0,-17,-9.0,1026.0,cv,0.45,0,0,0.9932568492674144,0.11593459959550055,0.0,0.0,0.0,0.0,0.45
163,2010,1,8,19,227.0,-17,-11.0,1026.0,cv,1.34,0,0,0.9931734386909322,0.11664699172644358,0.0,0.0,0.0,0.0,1.34
164,2010,1,8,20,226.0,-17,-12.0,1026.0,cv,1.79,0,0,0.9930895171665696,0.11735932384719015,1.0,0.0,0.0,0.0,1.79
165,2010,1,8,21,225.0,-18,-14.0,1027.0,NW,1.79,0,0,0.9930050847375006,0.1180715955912739,1.0,0.0,1.79,0.0,0.0
166,2010,1,8,22,168.0,-16,-9.0,1027.0,NW,4.92,0,0,0.9929201414471622,0.1187838065922597,1.0,0.0,4.92,0.0,0.0
167,2010,1,8,23,169.0,-16,-11.0,1027.0,NW,6.71,0,0,0.9928346873392544,0.11949595648374348,1.0,0.0,6.71,0.0,0.0
168,2010,1,9,0,165.0,-17,-13.0,1027.0,cv,0.89,0,0,0.9927487224577402,0.1202080448993527,1.0,0.0,0.0,0.0,0.89
169,2010,1,9,1,159.0,-17,-13.0,1027.0,NW,3.13,0,0,0.9926622468468446,0.12092007147274647,0.0,0.0,3.13,0.0,0.0
170,2010,1,9,2,167.0,-17,-14.0,1027.0,NW,4.92,0,0,0.9925752605510562,0.12163203583761573,0.0,0.0,4.92,0.0,0.0
171,2010,1,9,3,196.0,-17,-15.0,1027.0,NW,8.05,0,0,0.9924877636151256,0.1223439376276833,1.0,0.0,8.05,0.0,0.0
172,2010,1,9,4,169.0,-17,-13.0,1027.0,NW,9.84,0,0,0.9923997560840668,0.12305577647670432,1.0,0.0,9.84,0.0,0.0
173,2010,1,9,5,155.0,-19,-16.0,1027.0,NW,13.86,0,0,0.9923112380031559,0.12376755201846625,1.0,0.0,13.86,0.0,0.0
174,2010,1,9,6,119.0,-18,-15.0,1027.0,NW,17.88,0,0,0.9922222094179324,0.12447926388678918,1.0,0.0,17.88,0.0,0.0
175,2010,1,9,7,106.0,-19,-15.0,1027.0,NW,21.9,0,0,0.9921326703741972,0.12519091171552588,1.0,0.0,21.9,0.0,0.0
176,2010,1,9,8,93.0,-18,-14.0,1028.0,NW,25.92,0,0,0.992042620918015,0.12590249513856208,0.0,0.0,25.92,0.0,0.0
177,2010,1,9,9,84.0,-18,-9.0,1029.0,NE,5.81,0,0,0.9919520610957124,0.12661401378981674,0.0,5.81,0.0,0.0,0.0
178,2010,1,9,10,73.0,-17,-7.0,1029.0,NE,11.62,0,0,0.9918609909538793,0.12732546730324196,1.0,11.62,0.0,0.0,0.0
179,2010,1,9,11,66.0,-17,-6.0,1030.0,NE,17.43,0,0,0.9917694105393668,0.1280368553128235,1.0,17.43,0.0,0.0,0.0
